Fid,Latitude,Langitude,Fdate,Wind_Speed,First_Indicator,RAIN,Second_Indicator,Max_Temp,Third_Indicator,Min_temp,Min_grass_temp,results
10.42.0.211-10.42.0.1-18188-53-17,28.078355699999996,-80.68073531,14-10-22,11.5,0,0.0,2.0,16.9,4.0,,,0
10.42.0.211-10.42.0.1-34305-53-17,28.82292,-81.773021,15-10-22,16.13,4,0.0,0.0,18.3,4.0,,,0
172.217.12.170-10.42.0.211-443-52588-6,28.56645736,-81.43174619,16-10-22,9.87,0,0.0,0.0,18.0,4.0,,,1
10.42.0.211-23.206.166.66-33420-80-6,28.608079999999998,-81.290581,17-10-22,14.37,0,0.0,0.0,16.6,4.0,,,0
192.229.173.173-10.42.0.42-80-57016-6,27.93773,-81.994551,18-10-22,4.33,0,0.0,0.0,16.6,4.0,,,1
10.42.0.211-74.125.22.188-53093-5228-6,25.74121716,-80.24631099999999,19-10-22,1.04,0,0.1,0.0,16.5,4.0,,,1
10.42.0.211-36.110.210.167-33977-80-6,26.04792426,-80.19931098,20-10-22,1.38,0,0.0,0.0,12.6,4.0,,,1
10.42.0.211-31.13.80.8-34682-443-6,25.58169,-80.391121,21-10-22,1.5,0,0.0,0.0,14.7,4.0,,,1
10.42.0.211-64.71.142.124-43904-443-6,43.60409601,-116.2763723,22-10-22,3.33,0,0.6,0.0,16.1,4.0,,,1
219.142.78.162-10.42.0.151-443-46190-6,43.62504279,-116.39429240000001,23-10-22,13.88,0,1.3,0.0,16.1,4.0,,,0
203.205.158.62-10.42.0.211-80-40682-6,30.52712,-92.071106,24-10-22,13.42,0,1.7,2.0,15.0,4.0,,,0
203.205.158.52-10.42.0.211-80-54799-6,29.91991163,-90.11029521,25-10-22,12.54,0,0.3,0.0,15.9,0.0,8.5,,0
10.42.0.211-10.42.0.1-38434-53-17,30.44710009,-91.10052106,26-10-22,9.29,4,0.0,0.0,16.4,0.0,14.3,,1
172.217.3.106-10.42.0.211-443-36314-6,27.94579836,-82.30458582,27-10-22,4.04,4,0.0,0.0,15.5,0.0,12.4,,1
180.149.136.194-10.42.0.42-443-60963-6,30.26666299,-90.87149103,28-10-22,8.25,0,0.1,0.0,16.0,0.0,12.5,,1
10.42.0.151-31.13.69.195-45529-443-6,30.36156622,-91.14214937,29-10-22,7.46,0,0.0,0.0,11.8,0.0,3.5,,1
10.42.0.151-52.216.1.211-47893-443-6,25.91435287,-80.33159765,30-10-22,11.58,4,0.0,0.0,13.2,0.0,5.0,,0
10.42.0.211-10.42.0.1-20478-53-17,31.17792,-92.416161,31-10-22,8.25,4,0.0,0.0,12.4,0.0,7.4,,1
10.42.0.211-111.221.77.148-43934-40010-6,25.89655756,-80.30771526,01-11-22,13.37,4,0.0,0.0,15.6,0.0,8.2,0.2,0
10.42.0.211-23.206.125.17-50390-80-6,30.28255,-91.993261,02-11-22,19.41,0,10.0,0.0,17.5,0.0,12.0,11.0,0
10.42.0.211-31.13.71.7-49080-443-6,25.865008300000003,-80.29226379,03-11-22,4.75,0,20.5,0.0,9.5,0.0,9.0,8.0,1
10.42.0.151-125.39.133.40-35043-80-6,25.74824046,-80.33085387,04-11-22,10.0,0,0.1,0.0,7.4,0.0,2.6,-1.7,0
151.101.208.166-10.42.0.151-443-42801-6,25.84025099,-80.28945334,05-11-22,9.67,0,0.0,0.0,10.0,1.0,-0.2,-8.0,1
10.42.0.211-64.71.142.124-39754-443-6,25.88849711,-80.33265798,06-11-22,2.88,0,0.0,0.0,12.8,0.0,0.5,-7.0,1
10.42.0.211-10.42.0.1-20100-53-17,25.94025125,-80.24977059,07-11-22,11.29,0,1.2,0.0,10.0,1.0,-1.5,-9.0,0
172.217.12.206-10.42.0.42-443-46233-6,29.18420901,-82.14664488,08-11-22,18.16,0,3.0,0.0,8.4,1.0,-0.6,-0.8,0
172.217.10.112-10.42.0.42-443-51361-6,28.553209999999996,-82.412921,09-11-22,10.71,0,4.6,0.0,7.0,0.0,4.4,-1.0,0
209.85.232.188-10.42.0.151-5228-55715-6,28.18368091,-80.65168196,10-11-22,12.87,0,3.8,0.0,8.8,0.0,2.6,-1.5,0
10.42.0.211-121.14.255.83-52592-80-6,27.63457338,-81.52703848,11-11-22,5.79,0,15.0,0.0,6.0,0.0,5.5,0.5,1
172.217.11.10-10.42.0.211-443-59234-6,30.404259999999997,-81.687561,12-11-22,7.04,0,0.0,0.0,5.5,0.0,0.0,-5.0,1
172.217.12.174-10.42.0.151-443-32785-6,26.24367845,-80.12419727,13-11-22,5.41,0,0.0,0.0,6.3,0.0,0.4,-5.9,1
10.42.0.151-10.42.0.1-54038-53-17,28.5007284,-81.58838428,14-11-22,4.29,0,1.2,0.0,3.6,1.0,-2.6,-9.7,1
10.42.0.211-104.210.9.95-37513-443-6,28.32710138,-81.54780796,15-11-22,9.79,0,0.7,0.0,6.6,1.0,-1.0,-4.3,1
172.217.6.206-10.42.0.42-443-50297-6,28.37225318,-82.35867238,16-11-22,11.96,0,0.8,0.0,6.5,1.0,-0.1,-6.6,0
172.217.3.106-10.42.0.151-443-52047-6,29.18778645,-82.23358699,17-11-22,10.25,4,0.0,0.0,8.8,1.0,-0.8,-6.5,0
172.217.10.238-10.42.0.151-443-37414-6,26.55022056,-81.84792151,18-11-22,16.25,4,0.0,0.0,12.6,0.0,0.0,-1.2,0
10.42.0.211-119.146.74.34-46434-80-6,28.5492147,-81.51893694,19-11-22,19.25,0,0.8,0.0,12.2,0.0,8.5,6.2,0
172.217.12.195-10.42.0.42-443-39659-6,30.29223892,-81.43944884,20-11-22,11.96,0,0.2,0.0,9.0,0.0,4.4,-0.4,0
10.42.0.211-10.42.0.1-34159-53-17,25.91559349,-80.30376315,21-11-22,2.96,0,15.4,0.0,7.0,0.0,3.0,-0.7,1
172.217.10.227-10.42.0.151-443-57775-6,25.46033672,-80.47808813,22-11-22,2.58,0,0.0,0.0,8.4,1.0,-0.4,-4.6,1
239.255.255.250-10.42.0.1-1900-39161-17,28.23759145,-82.37067736,23-11-22,14.96,0,0.0,0.0,8.4,0.0,1.8,-2.0,0
10.42.0.151-14.204.144.143-39578-80-6,43.64458223,-116.3349489,24-11-22,8.92,0,1.1,0.0,6.2,1.0,-0.1,-4.5,1
10.42.0.211-10.42.0.1-44133-53-17,43.61482933,-116.3903973,25-11-22,9.5,0,0.0,0.0,6.0,1.0,-0.5,-6.5,1
10.42.0.211-10.42.0.1-60034-53-17,43.61141888,-116.20715120000001,26-11-22,8.21,0,0.3,0.0,6.0,1.0,-2.6,-10.5,1
172.217.12.202-10.42.0.211-443-49228-6,43.68991807,-116.3567619,27-11-22,13.17,0,0.5,0.0,8.0,1.0,-1.0,-1.2,0
172.217.7.196-10.42.0.42-443-42444-6,43.59859626,-116.2388639,28-11-22,12.38,0,0.0,0.0,2.5,1.0,-0.6,-6.5,0
10.42.0.211-10.42.0.1-4264-53-17,43.62371896,-116.1979751,29-11-22,9.5,0,0.1,0.0,3.8,1.0,-2.5,-7.4,1
10.42.0.211-10.42.0.1-56319-53-17,41.602740000000004,-85.71874100000001,30-11-22,7.71,0,1.4,0.0,8.0,1.0,-0.5,-3.5,1
8.41.222.241-10.42.0.211-443-32885-6,28.52731185,-81.4288705,01-12-22,8.96,0,0.0,0.0,8.9,0.0,3.6,-2.0,1
10.42.0.211-10.42.0.1-46419-53-17,30.42167081,-87.24726251,02-12-22,12.87,0,5.9,0.0,10.9,0.0,6.0,0.5,0
172.217.12.200-10.42.0.211-443-58651-6,29.18420473,-82.14671103,03-12-22,12.21,0,0.7,0.0,8.8,0.0,8.0,5.0,0
10.42.0.211-119.146.74.33-37699-443-6,28.024040000000003,-82.764251,04-12-22,7.21,0,0.0,0.0,4.1,1.0,-0.1,-5.4,1
10.42.0.1-10.42.0.42-53-55483-17,25.45795274,-80.49312817,05-12-22,8.0,0,0.9,0.0,8.7,1.0,-1.1,-7.9,1
172.217.3.110-10.42.0.151-80-43221-6,28.94676199,-80.88453081,06-12-22,11.04,0,0.2,0.0,10.2,0.0,0.2,,0
10.42.0.151-103.235.46.39-50643-80-6,26.19396537,-80.20329545,07-12-22,15.54,0,0.2,0.0,11.5,0.0,2.5,-3.6,0
10.42.0.211-10.42.0.1-5741-53-17,26.14193946,-80.14101049,08-12-22,7.25,4,0.0,0.0,10.6,0.0,9.0,6.8,1
222.73.28.96-10.42.0.42-80-43505-6,28.47733145,-81.28477066,09-12-22,5.5,4,0.0,0.0,9.6,0.0,6.0,-1.4,1
10.42.0.151-52.84.64.213-49594-443-6,41.51763,-85.712671,10-12-22,7.5,0,1.5,0.0,10.5,0.0,5.8,2.4,1
172.217.11.46-10.42.0.151-443-52913-6,41.67642,-85.67712,11-12-22,5.66,0,0.3,0.0,5.1,1.0,-0.7,-8.3,1
172.217.10.3-10.42.0.151-443-59227-6,41.679064000000004,-85.754094,12-12-22,2.88,0,0.1,0.0,4.8,1.0,-4.5,-10.0,1
192.229.173.173-10.42.0.211-80-51583-6,41.6242,-85.756741,13-12-22,11.34,0,4.4,0.0,9.0,1.0,-5.8,-10.8,0
10.42.0.211-123.125.29.220-52766-80-6,41.50735,-85.673161,14-12-22,14.92,4,0.0,0.0,8.5,0.0,4.8,3.0,0
10.42.0.151-52.216.64.219-40306-443-6,41.41995,-85.98293100000001,15-12-22,12.92,0,0.0,0.0,5.0,0.0,1.9,-1.6,0
10.42.0.211-64.71.142.124-42987-443-6,41.4092,-86.037661,16-12-22,7.12,0,5.2,0.0,5.8,1.0,-3.0,-10.4,1
180.149.153.68-10.42.0.211-80-35806-6,41.49339757,-86.07970363,17-12-22,17.67,0,7.1,0.0,5.5,1.0,-3.0,-4.0,0
220.181.7.190-10.42.0.151-443-56908-6,41.38457742,-86.02619943,18-12-22,10.13,0,7.6,0.0,6.3,0.0,1.5,,0
216.58.219.238-10.42.0.211-443-34023-6,41.42674,-86.033101,19-12-22,11.79,0,0.0,0.0,9.8,0.0,2.8,1.6,0
10.42.0.42-111.202.114.35-42457-80-6,41.44616704,-86.00059244,20-12-22,8.75,0,11.1,0.0,12.3,0.0,0.6,-5.5,1
172.217.12.130-10.42.0.151-443-35341-6,41.462270000000004,-85.730671,21-12-22,14.46,0,4.6,0.0,14.2,0.0,1.0,,0
10.42.0.211-23.206.166.62-54148-80-6,41.494240000000005,-86.054071,22-12-22,13.33,0,0.9,0.0,9.4,0.0,5.1,0.5,0
10.42.0.211-74.125.29.156-38590-443-6,41.318727,-87.216786,23-12-22,10.5,0,0.2,0.0,10.9,0.0,5.1,-0.9,0
10.42.0.211-104.192.110.245-37617-443-6,41.490159999999996,-87.054211,24-12-22,4.96,0,0.0,0.0,7.5,0.0,5.2,-0.9,1
10.42.0.211-10.42.0.1-6612-53-17,41.48687855,-87.00437873,25-12-22,6.21,0,2.3,0.0,5.3,0.0,0.5,-4.7,1
10.42.0.211-10.42.0.1-9125-53-17,39.94951076,-86.24181295,26-12-22,5.25,0,0.0,0.0,3.3,1.0,-0.9,-6.5,1
203.205.128.137-10.42.0.151-80-52734-6,39.78617,-86.20337099999999,27-12-22,3.04,0,0.0,0.0,4.8,1.0,-1.4,-8.2,1
10.42.0.211-91.190.217.52-49180-12350-6,39.67727583,-86.13897342,28-12-22,9.71,4,0.0,0.0,5.6,1.0,-4.5,-11.1,1
172.217.6.234-10.42.0.42-443-37209-6,37.98036,-87.387831,29-12-22,14.29,4,0.0,0.0,4.8,0.0,1.5,0.0,0
216.58.218.227-10.42.0.42-443-53472-6,38.7577455,-85.39013723,30-12-22,16.79,4,0.0,0.0,5.5,0.0,0.5,0.0,0
202.77.129.150-10.42.0.42-443-33853-6,40.00295,-86.091551,31-12-22,14.58,4,0.0,0.0,4.0,0.0,3.0,0.2,0
10.42.0.211-10.42.0.1-17601-53-17,39.96679,-85.919371,01-01-22,9.0,0,0.3,0.0,5.6,0.0,1.0,-1.5,1
172.217.10.234-10.42.0.151-443-59132-6,39.96784,-86.145521,02-01-22,8.58,0,0.3,0.0,6.8,0.0,1.2,1.2,1
172.217.12.206-10.42.0.151-443-44129-6,30.29748152,-89.83568913,03-01-22,5.13,0,2.0,0.0,1.1,1.0,-1.5,-6.0,1
222.73.28.96-10.42.0.42-80-57139-6,30.31015245,-91.87890213,04-01-22,8.92,0,0.1,0.0,0.8,1.0,-6.0,-12.0,1
10.42.0.151-10.42.0.1-11276-53-17,32.46891,-93.762821,05-01-22,12.33,0,0.5,0.0,2.5,1.0,-6.1,-11.5,0
216.58.219.227-10.42.0.151-443-34288-6,41.80123516,-71.40537402,06-01-22,10.34,0,0.0,0.0,2.2,1.0,-3.2,-8.0,0
10.42.0.211-47.88.68.21-54273-443-6,41.81812704,-71.37223823,07-01-22,8.58,0,0.3,0.0,4.6,1.0,-8.0,-13.5,1
10.42.0.211-23.206.166.66-34027-80-6,41.60642,-71.24838100000001,08-01-22,19.08,0,3.1,0.0,8.0,1.0,-8.0,,0
10.42.0.211-120.76.223.181-36763-83-6,41.76805,-71.458281,09-01-22,13.54,0,6.4,0.0,8.8,0.0,2.4,0.5,0
172.217.11.42-10.42.0.151-443-47949-6,26.43190563,-80.07602049,10-01-22,4.63,0,2.7,0.0,8.8,0.0,4.4,-2.5,1
172.217.11.3-10.42.0.42-443-60904-6,27.331120000000002,-82.487121,11-01-22,5.5,0,7.8,0.0,7.5,0.0,2.4,-2.2,1
10.42.0.151-66.102.255.44-46534-443-6,26.20174086,-80.18587458,12-01-22,6.13,0,3.3,0.0,7.0,0.0,5.5,5.0,1
199.59.148.73-10.42.0.211-443-52304-6,25.87611428,-80.34111165,13-01-22,11.29,0,8.7,0.0,9.3,1.0,-2.8,-9.6,0
10.42.0.211-119.146.74.33-38587-443-6,26.96157855,-82.36155682,14-01-22,9.62,0,1.1,0.0,9.2,0.0,5.9,3.8,1
175.100.207.233-10.42.0.42-80-56827-6,26.20411142,-81.77207238,15-01-22,6.0,0,1.0,0.0,8.2,0.0,5.6,1.1,1
10.42.0.211-103.235.46.39-47872-80-6,28.23794711,-82.71516338,16-01-22,3.83,0,1.3,0.0,7.5,0.0,4.9,4.8,1
202.77.129.150-10.42.0.211-80-50679-6,25.93708961,-80.26052013,17-01-22,16.54,0,6.0,0.0,11.3,0.0,4.6,-1.0,0
10.42.0.211-10.42.0.1-49591-53-17,30.46011068,-81.70868383,18-01-22,12.87,0,0.1,0.0,12.0,0.0,6.0,5.3,0
10.42.0.211-31.13.80.5-54096-443-6,28.039379999999998,-82.132591,19-01-22,16.79,0,1.3,0.0,10.6,0.0,3.0,-5.5,0
10.42.0.211-10.42.0.1-9089-53-17,28.53902,-81.466531,20-01-22,9.96,0,0.6,0.0,12.2,0.0,6.5,-1.0,1
172.217.10.34-10.42.0.211-443-49793-6,28.53421688,-81.73765991,21-01-22,13.33,0,0.5,0.0,12.7,0.0,7.0,8.0,0
172.217.6.194-10.42.0.211-443-55300-6,30.29874688,-81.61931148,22-01-22,8.54,0,4.1,0.0,12.8,0.0,4.5,-1.8,1
162.197.5.156-10.42.0.42-27365-46360-17,30.65029988,-81.45864232,23-01-22,11.29,0,0.4,0.0,8.5,0.0,5.4,3.5,0
10.42.0.151-119.167.164.21-52977-80-6,27.212874,-81.847227,24-01-22,11.08,0,2.6,0.0,9.8,0.0,2.5,-2.1,0
183.79.250.123-10.42.0.211-443-35946-6,30.31436051,-81.69667004,25-01-22,2.25,0,0.3,0.0,12.0,0.0,2.8,-2.6,1
10.42.0.42-52.85.101.228-50837-443-6,27.380524800000003,-82.42399396,26-01-22,7.04,0,0.1,0.0,8.6,0.0,2.5,-2.8,1
10.42.0.42-103.235.46.212-52723-443-6,30.41116695,-84.29376575,27-01-22,5.17,0,0.2,0.0,7.5,1.0,-1.2,-8.0,1
8.0.6.4-8.6.0.1-0-0-0,30.260740000000002,-82.988791,28-01-22,13.75,0,0.0,0.0,8.0,1.0,-1.5,-1.0,0
10.42.0.211-114.134.80.163-53791-80-6,28.55115904,-81.44706915,29-01-22,10.83,0,1.0,0.0,7.1,0.0,5.7,4.5,0
172.217.10.8-10.42.0.211-443-44916-6,26.82236003,-80.66580433,30-01-22,5.66,0,0.0,0.0,6.3,0.0,5.6,5.0,1
172.217.9.234-10.42.0.42-443-56036-6,28.823420000000002,-81.652311,31-01-22,17.54,0,1.5,0.0,10.4,0.0,5.1,2.6,0
172.217.10.48-10.42.0.42-443-54062-6,27.33855665,-82.53629354,01-02-22,18.25,0,3.0,0.0,11.2,0.0,5.0,5.0,0
10.42.0.211-10.42.0.1-28848-53-17,26.93342803,-82.25936046,02-02-22,13.96,0,3.4,0.0,8.0,0.0,5.5,2.0,0
172.217.6.206-10.42.0.151-443-50095-6,26.93340188,-82.25936387,03-02-22,14.29,0,7.3,0.0,8.4,0.0,3.0,-0.9,0
10.42.0.151-54.69.215.78-36195-443-6,28.59636279,-81.54988019,04-02-22,5.63,0,0.0,0.0,4.3,0.0,0.6,-4.9,1
10.42.0.211-47.89.67.240-48686-443-6,28.883578000000004,-81.1668,05-02-22,5.33,0,0.0,0.0,6.4,1.0,-2.3,-9.0,1
163.177.151.166-10.42.0.211-443-51538-6,30.77639805,-85.53736559,06-02-22,7.17,0,0.6,0.0,5.7,1.0,-3.3,-11.2,1
10.42.0.42-52.84.29.55-46492-443-6,26.32470495,-81.81848212,07-02-22,17.54,0,0.0,0.0,6.8,1.0,-2.0,,0
174.35.73.97-10.42.0.211-80-58089-6,26.56111426,-81.95479478,08-02-22,15.5,0,3.2,0.0,6.5,0.0,2.6,-0.6,0
172.217.12.206-10.42.0.151-443-39061-6,25.88312485,-80.32049671,09-02-22,17.0,0,2.6,0.0,4.5,0.0,1.2,-2.0,0
140.205.230.8-10.42.0.211-80-38416-6,25.91106728,-80.29803823,10-02-22,10.83,0,0.1,0.0,6.2,0.0,0.8,-1.8,0
173.194.175.188-10.42.0.42-5228-37014-6,29.83325673,-85.29177042,11-02-22,6.5,0,0.2,0.0,5.4,1.0,-2.4,-7.8,1
10.42.0.211-77.234.41.79-45140-443-6,28.451140000000002,-81.500381,12-02-22,10.13,0,1.1,0.0,4.0,0.0,0.2,0.1,0
172.217.10.78-10.42.0.151-443-37791-6,30.19171756,-85.69612729,13-02-22,8.75,0,1.6,0.0,3.8,1.0,-4.0,-6.0,1
183.79.250.123-10.42.0.211-443-35953-6,25.85651167,-80.12361905,14-02-22,5.91,0,0.4,0.0,3.8,1.0,-2.2,-7.5,1
157.240.2.35-10.42.0.151-80-34943-6,25.67471949,-80.42097794,15-02-22,5.41,0,0.2,0.0,2.8,1.0,-1.2,-6.0,1
10.42.0.211-10.42.0.1-25264-53-17,26.68710716,-80.12058341,16-02-22,7.67,0,9.2,0.0,4.0,1.0,-0.7,-6.0,1
10.42.0.211-23.208.168.108-38475-443-6,29.66607376,-82.31216681,17-02-22,15.79,1,0.8,0.0,5.7,0.0,0.5,-0.8,0
198.11.132.221-10.42.0.211-443-49808-6,28.77552891,-81.38207372,18-02-22,13.5,0,2.8,0.0,8.5,0.0,0.9,-3.0,0
10.42.0.211-66.198.24.240-49768-443-6,26.21102338,-80.11429577,19-02-22,16.54,0,3.5,0.0,11.6,0.0,2.6,1.0,0
174.35.73.107-10.42.0.211-80-46871-6,25.84463665,-80.2658043,20-02-22,17.04,0,6.0,0.0,10.8,0.0,1.8,-1.5,0
10.42.0.211-10.42.0.1-31794-53-17,27.93594947,-82.3731595,21-02-22,21.96,0,6.8,0.0,11.5,0.0,2.9,,0
10.42.0.211-77.234.42.92-37215-443-6,28.07425566,-82.50599425,22-02-22,16.88,0,3.4,0.0,8.5,0.0,6.6,4.4,0
10.42.0.211-23.217.155.120-55446-80-6,28.3053,-81.351251,23-02-22,15.29,0,0.1,0.0,8.9,0.0,2.4,0.2,0
172.217.9.238-10.42.0.151-443-49579-6,29.23340277,-81.01628095,24-02-22,15.29,0,1.8,0.0,7.6,0.0,1.6,-3.4,0
10.42.0.211-10.42.0.1-7497-53-17,30.44859713,-86.6337157,25-02-22,10.88,0,0.0,0.0,7.3,0.0,1.0,-1.5,0
216.58.219.202-10.42.0.211-443-41777-6,27.46735244,-82.64146701,26-02-22,4.33,0,0.0,0.0,7.3,1.0,-0.4,-6.2,1
10.42.0.211-36.110.213.49-58779-80-6,26.10093539,-80.13526132,27-02-22,7.67,0,1.3,0.0,5.9,1.0,-3.4,-10.4,1
10.42.0.151-10.42.0.1-50038-53-17,25.65902894,-80.42941922,28-02-22,6.42,0,0.0,0.0,6.1,0.0,2.4,-1.5,1
174.35.73.110-10.42.0.211-80-47715-6,25.8171014,-80.23273196,01-03-22,14.62,0,0.9,0.0,10.5,1.0,-1.4,-9.3,0
10.42.0.211-10.42.0.1-47703-53-17,30.08459736,-81.71501852,02-03-22,10.63,0,0.2,0.0,5.8,0.0,3.4,0.3,0
219.142.78.162-10.42.0.211-443-35278-6,27.27409431,-80.34019570000001,03-03-22,10.25,0,3.9,0.0,6.2,1.0,-2.0,-6.9,0
10.42.0.1-10.42.0.42-53-8450-17,28.13807003,-82.57234338,04-03-22,13.62,0,0.0,0.0,5.5,1.0,-0.3,-1.2,0
172.217.9.238-10.42.0.151-443-46933-6,25.89708015,-80.33170562,05-03-22,8.83,4,0.0,0.0,3.8,1.0,-1.9,-7.0,1
10.42.0.151-10.42.0.1-39031-53-17,29.59480421,-82.4221997,06-03-22,8.5,4,0.0,0.0,7.0,1.0,-0.8,-7.8,1
172.217.12.142-10.42.0.211-443-32807-6,25.59312833,-80.37749505,07-03-22,10.29,4,0.0,0.0,4.8,1.0,-1.8,-6.8,0
10.42.0.211-64.71.142.110-50655-80-6,25.84654622,-80.27267242,08-03-22,11.21,0,1.3,0.0,6.8,0.0,1.0,-1.5,0
172.217.10.42-10.42.0.151-443-55963-17,25.63027,-80.427481,09-03-22,7.25,0,0.9,0.0,6.6,0.0,1.4,-2.6,1
183.79.250.123-10.42.0.211-443-33949-6,25.59874761,-80.36742806,10-03-22,10.08,0,7.4,0.0,6.2,1.0,-1.0,-6.0,0
206.126.112.142-10.42.0.151-443-37776-6,25.67883571,-80.41734945,11-03-22,16.88,0,5.8,0.0,7.5,0.0,1.0,-0.1,0
10.42.0.211-77.234.44.200-38293-80-6,25.524691,-80.42182289,12-03-22,14.37,0,2.3,0.0,5.6,0.0,1.5,-0.2,0
10.42.0.151-52.84.29.137-39484-443-6,25.44697195,-80.4850343,13-03-22,16.75,0,0.0,0.0,6.0,0.0,2.4,0.0,0
172.217.3.106-10.42.0.211-443-59812-6,25.86361,-80.124941,14-03-22,7.29,0,0.0,0.0,8.4,0.0,2.1,-3.5,1
172.217.11.14-10.42.0.151-443-44666-6,27.77697371,-82.68645052,15-03-22,8.33,0,0.0,0.0,10.2,0.0,3.0,-1.0,1
222.73.28.96-10.42.0.42-80-55917-6,30.4264386,-81.76732968,16-03-22,14.92,0,0.5,0.0,11.5,0.0,4.7,1.1,0
10.42.0.211-52.84.139.166-40783-80-6,30.0683816,-81.86191851,17-03-22,22.04,0,0.1,0.0,14.0,0.0,5.0,,0
205.204.101.47-10.42.0.211-80-53422-6,25.49888587,-80.43756133,18-03-22,19.7,0,0.4,0.0,8.5,0.0,2.0,0.5,0
10.42.0.211-10.42.0.1-5535-53-17,26.04816076,-80.25729066,19-03-22,12.25,0,0.3,0.0,10.5,0.0,1.5,-2.5,0
157.240.2.20-10.42.0.42-443-49589-6,25.59615,-80.367931,20-03-22,15.29,0,0.0,0.0,14.6,0.0,5.4,,0
202.77.129.146-10.42.0.211-80-34428-6,26.64833306,-81.94065936,21-03-22,7.38,0,6.8,0.0,9.3,0.0,7.4,4.6,1
172.217.3.99-10.42.0.151-443-56995-6,26.7006,-80.114861,22-03-22,5.25,0,0.3,0.0,10.5,1.0,-1.0,-7.1,1
10.42.0.211-106.11.30.199-37182-80-6,28.2921125,-82.67444984,23-03-22,11.34,0,1.3,0.0,8.8,0.0,4.4,-1.4,0
172.217.2.106-10.42.0.211-443-44450-6,28.39309157,-81.36555521,24-03-22,8.17,4,0.0,0.0,6.8,0.0,2.8,-1.8,1
220.243.219.55-10.42.0.42-80-59479-6,28.56136502,-81.45009965,25-03-22,4.25,0,0.2,0.0,9.8,1.0,-3.0,-9.0,1
10.42.0.211-115.239.210.141-55141-80-6,28.69896917,-81.33091885,26-03-22,11.58,0,0.2,0.0,9.8,1.0,-0.4,-2.6,0
10.42.0.211-14.17.42.57-49739-80-6,27.9108172,-81.58731322,27-03-22,11.92,0,0.0,0.0,7.5,1.0,-0.9,-6.7,0
172.217.3.106-10.42.0.151-443-47334-6,25.53882782,-80.37136903,28-03-22,13.46,4,0.0,0.0,12.1,0.0,3.2,-0.6,0
172.217.10.42-10.42.0.42-443-44355-6,28.142020000000002,-82.455011,29-03-22,16.38,0,1.3,0.0,11.8,0.0,5.4,1.4,0
220.181.7.190-10.42.0.211-443-33476-6,29.91511859,-81.33780097,30-03-22,19.0,0,2.0,0.0,10.7,0.0,5.5,2.1,0
10.42.0.151-120.196.211.8-39869-80-6,27.75979289,-82.66056377,31-03-22,15.16,0,0.2,0.0,8.8,0.0,3.2,-0.6,0
220.243.205.152-10.42.0.211-80-40206-6,27.75163785,-82.68197534,01-04-22,13.08,0,0.2,0.0,6.8,1.0,-2.0,-7.0,0
198.11.189.2-10.42.0.211-443-42538-6,25.85079569,-80.27426319,02-04-22,10.83,0,0.0,0.0,9.7,1.0,-0.6,-7.0,0
10.42.0.42-119.146.74.33-40641-443-6,25.97469,-80.142901,03-04-22,12.04,0,0.0,0.0,10.7,0.0,2.4,-3.0,0
203.205.158.60-10.42.0.151-80-54541-6,25.85440142,-80.27441669,04-04-22,11.34,0,0.5,0.0,12.3,0.0,3.1,-2.2,0
174.129.238.86-10.42.0.211-443-36043-6,28.580640999999996,-81.47773743,05-04-22,14.25,0,2.5,0.0,11.0,0.0,4.5,-1.2,0
205.185.216.10-10.42.0.211-80-48334-6,26.2053356,-80.18730143,06-04-22,14.42,0,0.0,0.0,8.8,0.0,3.1,-0.6,0
10.42.0.211-108.174.10.10-52332-80-6,28.18988569,-82.35792531,07-04-22,8.0,0,0.5,0.0,8.5,1.0,-0.5,-7.3,1
10.42.0.211-118.123.114.134-37883-80-6,26.5992844,-81.87297394,08-04-22,7.46,0,0.5,0.0,8.2,0.0,0.1,-5.7,1
10.42.0.211-36.110.213.49-35166-80-6,26.23318215,-80.15193319,09-04-22,8.92,0,0.0,0.0,8.9,0.0,0.4,-4.5,1
151.101.117.140-10.42.0.42-443-49945-6,26.23364,-80.15163100000001,10-04-22,6.25,0,8.6,0.0,8.4,0.0,1.4,-1.4,1
209.10.120.26-10.42.0.211-80-50723-6,28.13070272,-81.61455931,11-04-22,3.96,0,11.7,0.0,6.9,0.0,2.2,1.5,1
172.217.3.110-10.42.0.211-443-45983-6,25.61309142,-80.35650762,12-04-22,14.58,0,15.6,0.0,5.8,0.0,3.4,1.6,0
10.42.0.42-52.84.1.164-49198-443-6,30.11056215,-83.58087374,13-04-22,4.96,4,0.0,0.0,10.4,1.0,-0.2,-4.4,1
10.42.0.151-13.107.3.128-51799-443-6,26.59132544,-82.006421,14-04-22,5.66,0,4.0,0.0,13.8,0.0,4.0,-0.2,1
10.42.0.211-77.234.42.92-34933-443-6,25.94089859,-80.23423325,15-04-22,9.71,0,5.0,0.0,16.4,0.0,7.8,8.4,1
180.76.149.207-10.42.0.211-30320-43162-6,26.67235425,-80.11507175,16-04-22,13.17,0,0.1,0.0,15.0,0.0,11.4,10.1,0
10.42.0.211-104.94.222.37-36007-80-6,30.279581,-86.015967,17-04-22,11.75,0,2.0,0.0,17.2,0.0,11.2,7.6,0
180.149.138.210-10.42.0.211-80-56858-6,28.16275006,-81.47902364,18-04-22,11.0,0,3.0,0.0,14.0,0.0,6.8,3.6,0
